2026-05-23 23:30:58,1,22.3,39,0,0.0,0.966,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,2,21.54,37,0,0.015,0.968,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,3,21.05,38,0,0.04,0.948,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,4,11.54,28,0,0.019,0.957,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,5,29.27,47,0,0.0,0.914,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,6,25.1,42,0,0.045,0.951,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,7,16.32,33,0,0.007,0.968,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,8,15.28,32,0,0.022,0.937,1.0,0.0,0.0,0.0,0.0
2026-05-23 23:30:58,9,29.78,47,0,0.0,0.949,0.995,5.625583,0.0,0.0,0.0
2026-05-23 23:30:58,10,23.86,41,0,0.0,0.955,0.9559,5.33886,0.0,0.0,0.0
2026-05-23 23:30:58,11,16.31,33,0,0.011,0.967,0.9229,5.057089,0.0,0.0,0.0
2026-05-23 23:30:58,12,35.46,53,0,0.0,0.953,0.8778,4.065871,0.0,0.0,0.0
2026-05-23 23:30:58,13,24.89,41,0,0.004,0.968,0.8518,4.324486,0.0,0.0,0.0
2026-05-23 23:30:58,14,20.83,38,0,0.034,0.916,0.8183,4.120491,0.0,0.0,0.0
2026-05-23 23:30:58,15,15.05,32,0,0.04,0.973,0.7901,4.537689,0.0,0.0,0.0
2026-05-23 23:30:59,16,12.05,29,0,0.049,0.974,0.7667,4.620217,0.0,0.0,0.0
2026-05-23 23:30:59,17,20.54,37,0,0.0,0.96,0.7329,4.528771,0.0,0.0,0.0
2026-05-23 23:30:59,18,7.93,24,0,0.0,0.964,0.7183,4.672934,0.0,0.0,0.0
2026-05-23 23:30:59,19,15.54,31,0,0.0,0.966,0.7076,3.776988,0.0,0.0,0.0
2026-05-23 23:30:59,20,30.9,47,0,0.007,0.967,0.6866,2.889426,0.0,0.0,0.0
2026-05-23 23:30:59,21,24.8,41,0,0.0,0.957,0.6597,3.136307,0.0,0.0,0.0
2026-05-23 23:30:59,22,0.56,16,0,0.003,0.967,0.6498,4.587582,0.0,0.0,0.0
2026-05-23 23:30:59,23,6.63,23,0,0.0,0.964,0.6337,3.675919,0.0,0.0,0.0
2026-05-23 23:30:59,24,30.53,48,0,0.0,0.957,0.5997,7.950782,0.0,0.0,0.0
